BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,14100,33000,113372,HomeImp,ProfExe,4,0,3,233.6787307,2,16,27.6372066
0,14100,116400,41870,DebtCon,Mgr,6,0,0,239.0236755,0,35,29.84695874
0,14100,6124,29115,HomeImp,Office,11,2,3,188.501672,11,9,31.36287239
1,14100,18900,102052,DebtCon,ProfExe,4,0,3,305.9150757,4,10,36.56433032
0,14100,54294,123339,DebtCon,ProfExe,8,0,0,152.7976908,2,3,33.05063637
0,14100,73500,70118,HomeImp,Other,10,0,0,110,1,50,36.05994724
1,14100,40000,76936,HomeImp,ProfExe,14,0,1,138.1666667,1,16,36.45229579
0,14100,68000,88626,DebtCon,Other,11,0,5,108.5333333,10,13,37.00837378
0,14100,62100,121189,DebtCon,Other,11,0,5,135.3,1,19,31.12574653
0,14100,74000,83000,DebtCon,Office,0.9,0,3,14.6,0,22,36.42557176
0,14100,16400,68444,DebtCon,ProfExe,1,0,6,62.3,3,26,28.36821059
0,14100,55300,130330,DebtCon,ProfExe,24,0,0,122.2331482,0,24,25.26009868
0,14100,166000,70982,DebtCon,Other,11,0,1,107.6666667,2,20,26.15671788
1,14100,54000,69712,HomeImp,ProfExe,18,0,0,174.0332996,1,14,21.98183572
0,14200,47000,41987,HomeImp,Office,1.5,0,0,247.5842491,4,8,38.79674995
0,14200,82000,48467,HomeImp,Office,10,0,0,55.96666667,1,26,25.7012056
0,14200,61438,67304,HomeImp,Other,6,0,1,63.7,0,11,38.83660184
0,14200,42000,88844,DebtCon,Mgr,7,0,0,266.9333333,3,34,29.62867649
0,14200,79000,90729,DebtCon,Office,1,0,0,207.2333333,2,8,25.71867108
0,14200,125000,106290,HomeImp,Office,2,1,0,120.6,2,36,37.50862467
1,14200,77544,63924,DebtCon,Other,18,0,0,66.13333333,0,7,28.00439848
0,14200,61265,105737,DebtCon,Other,13,0,0,97.66666667,1,20,27.29874318
0,14200,96983,92391,DebtCon,ProfExe,7,0,0,171.3,4,16,25.87399085
0,14200,26284,68545,DebtCon,Office,6,0,0,91.26666667,0,11,34.75618581
1,14200,5627,102223,DebtCon,ProfExe,0,0,2,136.4666667,0,27,31.16602944
1,14200,46867,52029,DebtCon,ProfExe,1,0,0,75.4,0,23,40.24125987
0,14200,73187,142105,DebtCon,Sales,10,0,0,170.7,0,22,44.7515722
0,14200,65584,118911,DebtCon,Mgr,10,0,0,186.8666667,9,25,33.95359392
0,14200,27954,103344,DebtCon,Mgr,9.2,0,0,9.1,2,33,37.31611992
0,14200,84832,62150,DebtCon,Other,19.5,0,0,20.16666667,2,42,39.67697661
0,14200,89165,88632,HomeImp,Other,2,0,0,275.5,0,8,39.10689638
1,14300,44623,63177,DebtCon,Other,25,0,0,118.1666667,1,50,36.1073409
0,14300,140193,30625,HomeImp,ProfExe,9,0,0,114.8666667,1,19,29.81874354
0,14300,81461,91652,DebtCon,Other,0.2,0,0,322.6,0,20,38.89637818
0,14300,45351,51720,HomeImp,Other,0.3,0,0,323.6333333,1,17,12.4986698
0,14300,73505,80318,DebtCon,ProfExe,28,0,1,130.8666667,0,35,34.73427716
0,14300,72645,49970,HomeImp,Other,5.5,0,0,304.3666667,2,30,40.64091611
0,14300,49533,98900,DebtCon,Mgr,7,0,0,238.4,0,18,36.92038565
0,14300,68043,68000,DebtCon,Other,23,0,0,239.5,0,17,25.70412779
0,14300,96763,129840,DebtCon,ProfExe,20,0,0,86.26666667,2,31,39.48719814
0,14300,54000,89458,DebtCon,Other,2,1,0,289,1,18,26.76776884
0,14300,38549,78444,DebtCon,Other,1,0,0,273.9333333,4,22,37.19508553
1,14300,60264,35183,DebtCon,Other,0.5,1,0,223.2030702,0,20,29.2491436
0,14300,53549,90558,DebtCon,Other,11,0,0,247.5666667,1,1,30.3535487
0,14300,44959,54985,DebtCon,Mgr,5,1,0,186.7,0,3,37.49264563
0,14300,101378,66442,DebtCon,Other,10,0,0,120.3,0,23,38.632967
0,14300,45579,66776,DebtCon,ProfExe,9,0,0,300.2666667,1,21,25.63211643
0,14300,26196,50493,HomeImp,Other,18,0,0,181.6,1,16,27.71993814
0,14300,127045,74027,DebtCon,Other,5,0,0,137,1,27,44.55215415
0,14300,44700,83091,DebtCon,ProfExe,2,0,0,142,1,4,38.46522769
0,14300,39679,63603,HomeImp,Other,1.3,0,0,289.1666667,3,27,39.17643246
0,14300,81298,80384,HomeImp,Other,14,0,0,133.9333333,0,48,24.45832061
0,14300,58000,168000,DebtCon,Other,0,0,0,244.7666667,2,27,36.78730595
0,14300,5076,88000,HomeImp,Other,1.5,0,0,147.1,0,19,36.7023407
0,14400,44414,235912,HomeImp,Sales,1,0,0,160.3,4,11,23.34562321
0,14400,59544,49244,DebtCon,Office,0.4,0,0,207.9666667,0,8,36.79087533
0,14400,87116,46993,HomeImp,ProfExe,3,0,0,263.1666667,0,17,30.0987967
0,14400,47453,106461,DebtCon,Self,26,0,0,115.6666667,0,10,37.94331514
0,14400,137128,44605,DebtCon,ProfExe,1,1,0,247.1,0,19,41.41835285
0,14400,102925,87000,HomeImp,ProfExe,3.5,7,0,128.8666667,1,9,34.6028274
0,14400,85303,104963,DebtCon,Office,20,0,0,202.9666667,2,21,30.55651187
0,14400,49428,52457,DebtCon,Other,1,0,0,282.1666667,0,26,28.82169866
0,14400,69320,77912,HomeImp,ProfExe,8,0,0,211.0333333,2,24,28.6621734
0,14400,105328,95034,HomeImp,Mgr,0,0,0,249.5333333,0,2,28.27488887
0,14400,47200,118505,HomeImp,Mgr,11,0,0,206.9666667,0,19,26.43708406
0,14400,20005,95796,DebtCon,Other,0,0,0,114.6,0,19,41.35903633
0,14400,142766,89430,DebtCon,ProfExe,10,0,0,105.5,1,16,34.53892537
0,14400,96341,68591,DebtCon,ProfExe,8,0,0,75.33333333,0,6,32.84175391
0,14400,34854,125821,DebtCon,Other,0.9,0,0,154.2,1,16,38.80624071
0,14400,41049,44195,DebtCon,ProfExe,17.5,0,2,144.8666667,1,22,38.94891874
0,14400,43961,68456,DebtCon,Office,1.5,0,0,255.6666667,0,27,34.17904688
0,14400,90108,42751,DebtCon,Office,7,0,1,91.26666667,0,24,30.58796698
0,14400,40341,69136,DebtCon,Other,18,0,0,142,0,28,39.99115424
0,14400,7879,162403,DebtCon,Other,1.6,0,0,118.6666667,4,9,34.78487038
0,14500,65000,51653,DebtCon,Other,1,0,0,105.4666667,0,10,30.3013654
0,14500,102699,96552,DebtCon,Other,4,0,1,205.9333333,0,21,38.39363467
0,14500,77636,115380,DebtCon,Office,12,0,0,268.8333333,2,19,27.50354017
0,14500,71233,123580,DebtCon,Mgr,1,0,0,109.5666667,0,21,38.31851469
0,14500,8723,39102,DebtCon,Office,9,1,0,111.6,0,10,26.69615871
0,14500,64028,101320,HomeImp,Office,10,0,3,136.9666667,1,13,43.75679409
0,14500,53433,46053,HomeImp,Other,5.3,0,0,135.9333333,4,16,27.97593545
1,14500,59745,81937,HomeImp,ProfExe,3.5,0,0,259.7333333,0,19,36.42721874
1,14500,65298,68061,DebtCon,Other,2.9,0,0,74.06666667,0,23,29.31159406
0,14500,22057,90376,HomeImp,Other,2,3,0,145.1,4,21,37.93651965
1,14500,22079,94245,HomeImp,Office,18,0,0,73.1,0,24,36.53643556
0,14500,57840,89250,DebtCon,Mgr,4,0,2,122.7333333,0,47,35.75006044
0,14500,14695,114835,DebtCon,Other,6,0,0,134.2666667,0,9,35.98666991
0,14500,83039,111778,DebtCon,ProfExe,0.4,0,0,225.6333333,1,50,37.76321101
0,14500,62094,66260,DebtCon,Office,10,0,0,385.5,0,18,35.81087795
0,14500,82439,95893,DebtCon,Other,4,0,0,221.1666667,0,25,21.57338522
0,14500,83004,105695,DebtCon,Mgr,22,0,0,11.7,1,19,24.5182717
0,14600,39065,70039,HomeImp,Other,15,0,0,186.6666667,2,30,31.34436552
0,14600,79541,116160,DebtCon,Other,20,0,0,132.421919,3,16,46.90232438
0,14600,81500,66258,HomeImp,ProfExe,0,0,0,198.8312038,4,14,37.61084501
0,14600,101000,69422,HomeImp,Other,7,2,1,341.5020847,0,30,35.90776048
0,14600,42100,85272,HomeImp,Other,4,0,1,133.787581,1,17,40.40450623
0,14600,21383,96500,DebtCon,Other,10,0,0,98.13989369,0,17,38.563081
0,14600,96700,43475,DebtCon,ProfExe,1,0,0,82.94897322,3,16,30.53780606
1,14600,101311,98900,HomeImp,Mgr,19,0,0,256.0038054,0,31,32.25108612
0,14600,127172,59000,DebtCon,ProfExe,12,0,0,124.4505323,0,45,28.29822706
0,14600,88251,93341,DebtCon,ProfExe,1,0,0,166.085018,2,27,32.47431947
0,14600,59083,60679,DebtCon,Mgr,11,0,0,268.4203579,1,28,34.38702843
0,14600,109767,61986,DebtCon,Other,2,2,2,248.1884191,1,33,25.35719461
0,14600,54412,50931,DebtCon,Office,4,1,0,160.1036,0,31,25.55759334
1,14600,53736,60826,DebtCon,Office,5,0,0,91.71529252,1,20,34.81844499
1,14600,84989,87310,DebtCon,Mgr,5,0,0,350.9611645,0,29,27.10761957
0,14600,33113,93187,DebtCon,Self,2,0,0,81.96415129,0,5,38.25139203
0,14600,24025,107208,DebtCon,Other,4,0,0,80.77214991,2,12,26.37910802
0,14600,78375,38774,DebtCon,Other,0,0,0,180.5232928,6,23,29.53166415
0,14600,77069,109451,DebtCon,ProfExe,2,0,0,119.6724909,1,20,38.02752168
0,14600,49421,84590,DebtCon,Sales,13,0,0,86.89492992,1,25,30.18656747
0,14600,103934,117405,DebtCon,Office,0,0,0,144.52965,2,26,27.13398944
0,14600,32131,88731,HomeImp,ProfExe,5,0,0,122.5666667,0,24,40.50796477
0,14700,100848,78408,HomeImp,ProfExe,0,0,0,104.1832474,1,13,41.11788749
0,14700,48275,76464,DebtCon,Sales,5,0,0,111.399385,0,27,37.6335491
0,14700,32855,81390,DebtCon,Other,4,0,0,127.1221472,0,42,39.3830645
0,14700,10074,78186,DebtCon,Other,27,0,0,279.9479886,1,30,43.70133124
0,14700,50402,97795,DebtCon,Other,12,0,2,129.5373152,0,14,26.60351151
1,14700,180017,100824,DebtCon,Other,9,0,0,79.75739031,0,15,24.35659356
1,14700,59518,118027,DebtCon,Other,4,0,0,86.71659339,0,16,38.99143137
0,14700,63456,44066,HomeImp,Sales,5,0,0,135.9752767,0,19,35.11415035
0,14700,25822,114219,DebtCon,Other,5,1,0,134.5043482,0,17,38.69508356
0,14700,104451,80611,DebtCon,Mgr,13,2,0,95.59910086,1,17,27.9796944
0,14700,58085,86628,DebtCon,Other,9,0,0,81.95405483,1,31,35.10671964
1,14700,34574,31531,HomeImp,Other,0.9,0,0,194.4434657,1,14,36.25138573
0,14700,110900,72331,DebtCon,Other,2,0,0,198.0753807,1,35,37.82861717
0,14700,47749,103352,DebtCon,Other,4,0,0,127.8666667,2,21,35.74477089
0,14700,73793,99494,HomeImp,Other,5,0,0,323.1020042,3,21,36.8517233
0,14700,30703,139884,DebtCon,Other,21,0,0,105.749642,0,16,37.46299196
0,14700,28669,70075,DebtCon,Office,20,0,0,120.1367083,1,6,34.10902705
0,14700,101981,113886,DebtCon,Office,11,0,0,147.9466798,3,48,32.27680932
0,14700,7839,144894,DebtCon,Office,3,0,0,196.6996956,0,14,29.1136512
0,14700,39452,81342,DebtCon,ProfExe,14,1,0,254.3560201,1,10,31.49594572
1,14700,50121,71257,HomeImp,ProfExe,27,0,0,137.3893727,0,0,32.17638026
0,14700,57993,83553,DebtCon,ProfExe,11,0,0,295.495733,0,49,41.51229209
0,14700,56206,103297,DebtCon,Mgr,1,0,0,265.3953128,4,23,27.02943897
0,14700,158506,81293,DebtCon,ProfExe,3,0,0,91.74348238,4,17,37.10302599
0,14800,59316,71942,HomeImp,Other,17,0,0,138.1335045,3,21,25.40157
0,14800,127793,57095,HomeImp,Other,8,0,0,174.5215618,0,20,34.46794
0,14800,36650,54869,DebtCon,Office,12,2,0,96.73490299,0,22,39.35835753
0,14800,74761,97404,DebtCon,Mgr,1,0,1,260.3834391,0,18,31.66931945
0,14800,25448,134347,DebtCon,Other,6,0,0,90.7327804,0,16,29.67538222
0,14800,93730,108149,DebtCon,ProfExe,1,0,1,275.4796976,0,13,39.30107072
1,14800,88929,85000,DebtCon,Other,2,0,2,276.1673578,10,13,36.49405393
0,14800,79185,100050,HomeImp,Other,13,0,0,124.8068459,0,14,30.87931729
1,14800,98646,55500,DebtCon,Sales,1,0,0,170.9389426,11,20,39.08182644
0,14800,71412,27500,DebtCon,ProfExe,2,0,0,100.0144552,1,8,29.20365458
0,14800,97596,42075,DebtCon,Other,10,1,3,270.2858992,0,21,33.05249321
0,14800,52051,132790,DebtCon,ProfExe,1,2,0,152.1333333,0,26,36.30996249
0,14800,48100,72900,DebtCon,Mgr,0,0,2,155.9201487,2,0,35.5896626
0,14800,26452,207562,DebtCon,Office,2,0,4,190.256476,1,9,47.84029512
0,14800,38900,68250,DebtCon,ProfExe,2,0,0,335.8413218,0,0,30.87190179
0,14800,28269,58488,DebtCon,Mgr,8,0,0,242.9833214,2,13,34.49504666
0,14800,25751,114000,DebtCon,Other,1,0,0,309.5026335,0,21,23.93494584
0,14800,46846,62025,DebtCon,ProfExe,1,0,0,174.1643955,0,17,35.59225354
0,14800,46125,47394,DebtCon,ProfExe,8,1,0,155.3674866,1,21,43.47886256
0,14800,54653,105000,DebtCon,Mgr,0,0,0,150.4998679,1,15,30.05232395
0,14800,20800,73200,DebtCon,Mgr,1,0,0,210.2754761,0,12,29.80858977
0,14800,82054,122400,DebtCon,Other,8,0,0,301.4910256,0,21,38.58165872
0,14900,116543,72500,DebtCon,ProfExe,28,0,0,110.8272244,0,9,39.13975656
0,14900,17727,88200,HomeImp,ProfExe,9,1,0,301.6576658,1,9,23.40013712
0,14900,96426,38900,HomeImp,Other,1,0,0,354.4602994,0,9,38.91921033
1,14900,83758,60562,DebtCon,Mgr,5,0,1,325.9984486,0,35,43.76968491
1,14900,102572,135942,DebtCon,Other,3.5,0,0,281.2003291,2,10,27.09089472
0,14900,49151,19000,HomeImp,Other,1,0,0,73.75669023,0,26,36.76627363
0,14900,102881,29025,DebtCon,Office,7,0,0,76.2075921,1,5,35.5629932
0,14900,104458,97500,DebtCon,Office,20,0,0,123.7666667,2,9,27.2833953
0,14900,27599,137390,DebtCon,Other,5,0,0,129.8666667,0,12,37.92365952
0,14900,75701,74750,DebtCon,ProfExe,0,0,0,95.33333333,1,24,21.93300632
0,14900,62622,57310,DebtCon,Other,18,0,0,182.6,1,16,39.77062845
0,14900,76724,87360,HomeImp,Sales,8,0,0,225.1666667,2,21,25.2259102
1,14900,89312,90000,HomeImp,Office,0,3,0,140.0757712,0,22,40.85911311
0,14900,105959,163580,DebtCon,Office,6,0,0,213.2860218,0,18,29.60717111
0,14900,58728,94575,DebtCon,Office,0,0,3,127.5661883,2,16,37.93457008
0,14900,74156,156000,DebtCon,Office,1,0,0,194.0054867,0,11,38.68550628
0,14900,63500,48800,DebtCon,Self,4,0,0,125.9425923,1,0,27.59227738
0,14900,92789,70000,DebtCon,Other,2,0,0,134.2426479,3,32,33.62658567
0,14900,68056,99400,DebtCon,ProfExe,6,0,1,33.44969444,1,23,32.22102484
0,14900,47537,154000,DebtCon,ProfExe,0,0,2,81.62597086,3,10,38.96287206
0,14900,62582,175900,DebtCon,Office,4,0,0,184.5457457,0,21,41.46337333
0,14900,51990,94000,DebtCon,ProfExe,4,0,5,122.5788363,10,26,30.40320383
0,14900,53443,83400,DebtCon,ProfExe,9,0,0,207.962141,0,15,40.20948611
1,14900,80200,88000,DebtCon,Other,10,0,0,82.10483648,1,34,36.02327677
0,14900,64625,114400,HomeImp,Other,17,1,0,276.9242472,0,18,25.32925087
0,14900,64793,65000,HomeImp,ProfExe,7,0,0,57.92941509,0,25,37.1605612
0,14900,135886,159000,DebtCon,Other,4,0,0,265.5863519,0,15,40.24631208
0,14900,75764,105000,HomeImp,Other,25,1,0,93.3731422,1,22,27.97949547
0,14900,35873,130000,DebtCon,Mgr,2,0,2,174.8965193,1,20,27.5758097
1,15000,46423,111500,DebtCon,Other,2,0,0,202.5462196,1,22,36.45908768
0,15000,48093,74000,HomeImp,Other,3,0,0,256.2275509,0,9,33.14225722
0,15000,111367,95000,DebtCon,Mgr,1,0,2,310.3667568,0,41,38.93711224
0,15000,149305,86420,HomeImp,Other,5,0,0,282.6229052,0,26,31.81747192
1,15000,85384,154000,DebtCon,ProfExe,10,0,0,196.0336579,2,5,30.81324059
1,15000,95128,118300,DebtCon,ProfExe,0,0,0,159.0035106,11,24,28.15595999
1,15000,79346,135700,DebtCon,ProfExe,6,0,2,85.52936247,2,24,34.62992201
1,15000,64185,58600,DebtCon,Other,16,0,0,211.0166419,1,19,36.35403645
1,15000,60316,115000,DebtCon,Office,3,0,0,264.7616522,0,16,27.46700181
1,15000,83761,202800,DebtCon,Office,2,0,0,191.344217,0,27,28.84644812
1,15000,16804,110975,DebtCon,Other,2,0,0,324.5517414,0,11,31.35960953
1,15000,122646,35300,DebtCon,Office,10,0,0,254.0561961,4,16,30.06279232
1,15000,87754,76950,HomeImp,Other,14,2,0,179.5666667,2,42,26.48079237
1,15000,99618,50000,HomeImp,ProfExe,3,0,0,133.8993123,2,15,19.14211657
1,15000,81709,114750,DebtCon,Other,4,2,0,81.27851127,0,15,24.25197177
1,15000,40314,155000,DebtCon,Office,7,2,0,229.3693761,0,21,32.2942169
1,15000,46124,185625,HomeImp,Other,3,0,0,122.8043265,2,15,20.07933438
1,15000,74587,146450,DebtCon,ProfExe,10,0,0,108.1988949,10,20,32.50901207
1,15000,58410,35000,DebtCon,ProfExe,2,0,0,105.5525696,0,25,38.2892023
1,15000,53478,80400,DebtCon,ProfExe,8,0,1,315.1783185,5,21,39.83150056
1,15000,83830,85460,HomeImp,ProfExe,1,0,0,120.0565557,0,15,24.07219136
1,15000,91095,26100,DebtCon,Mgr,6,0,0,168.748032,4,31,29.96118901
1,15000,51281,105000,DebtCon,Mgr,9,0,0,173.0729685,0,24,39.15632328
1,15000,9407,58000,DebtCon,Office,3,0,0,275.5235464,0,21,26.18976709
1,15000,61073,96000,DebtCon,ProfExe,13,0,2,195.6860259,0,19,27.71065729
1,15000,25344,40000,DebtCon,Office,0,0,0,126.9127232,2,23,26.5188307
1,15000,89765,90000,DebtCon,Office,19,0,1,229.3450754,1,19,38.14282274
1,15000,58100,205950,DebtCon,ProfExe,13,0,3,260.8567886,1,30,32.84743505
1,15000,104913,81000,HomeImp,Other,19,0,0,339.0892634,4,22,39.49148711
1,15000,51163,182175,DebtCon,ProfExe,0,0,0,215.5924991,1,10,42.373233
1,15000,101246,72865,HomeImp,Mgr,30,0,0,132.8205709,0,9,36.07297543
1,15000,78905,73900,DebtCon,Office,15,0,0,156.130914,0,25,41.9463752
1,15000,74815,130000,HomeImp,Other,21,0,0,244.2078401,2,16,26.40566665
1,15000,24939,127300,DebtCon,Other,8,2,1,177.5489659,0,15,29.97560335
0,15000,103537,111351,DebtCon,Mgr,9,1,0,238.5013159,0,20,30.03372238
0,15000,102552,108000,DebtCon,Office,0,0,3,254.7077326,0,21,41.43939067
0,15000,58388,177100,DebtCon,ProfExe,7,0,0,211.0666667,1,22,40.59168739
0,15000,71820,102000,HomeImp,Other,27,1,1,215.0666667,4,34,23.58566428
0,15000,94363,140487,DebtCon,Other,13,0,1,95.9,1,11,36.33819671
0,15000,41661,40908,DebtCon,Other,6,0,0,120.6109212,0,31,30.57565003
0,15000,20665,64962,HomeImp,Other,3,0,0,213.3592817,1,15,32.88687523
0,15000,42504,67529,DebtCon,ProfExe,17,0,0,152.1680601,2,16,23.20094121
0,15000,46716,111623,DebtCon,Other,1,0,0,298.476411,0,16,27.09752347
0,15000,69928,92582,DebtCon,Mgr,12,0,3,292.0341855,0,16,26.35375338
0,15000,74575,68020,DebtCon,ProfExe,9,0,0,9.048515086,0,49,37.16369797
0,15000,95120,79333,DebtCon,ProfExe,3,0,1,164.6813583,2,25,37.54773286
0,15000,46731,107207,DebtCon,Office,3,0,0,204.0958698,0,28,37.87741107
0,15000,96854,106392,DebtCon,Sales,4,0,0,226.2845243,1,15,31.57029892
0,15000,65827,72225,HomeImp,ProfExe,11,0,0,94.69068521,0,34,30.77816684
0,15000,52012,176342,DebtCon,Mgr,1,0,2,127.6658177,0,19,33.33696079
0,15000,50715,93548,DebtCon,Other,10,7,1,271.270791,0,9,34.02520751
0,15000,49516,65481,HomeImp,Mgr,0,0,2,185.653088,0,16,39.48302397
0,15000,94108,53238,HomeImp,Office,9,0,0,287.4411309,4,18,37.3521051
0,15000,38514,109656,DebtCon,Office,0,0,0,280.789801,1,8,23.53704523
0,15000,79660,106343,DebtCon,Other,2,0,0,90.3276282,0,9,30.67551037
0,15000,102564,63607,HomeImp,Mgr,0,0,0,278.6803944,0,26,40.15214366
0,15000,38860,80686,DebtCon,Other,6,0,0,261.0214154,0,10,33.67802577
0,15000,101412,57940,DebtCon,Other,11,1,0,157.4109509,1,17,27.38411651
0,15000,97478,114896,DebtCon,Office,0.2,0,3,110.4299504,1,15,40.61679727
0,15000,48563,77542,HomeImp,ProfExe,13,0,0,120.5331314,0,16,40.57402248
0,15000,42623,65961,DebtCon,Mgr,7,0,0,128.0295993,1,15,33.27229752
0,15000,69548,59853,HomeImp,Other,7,0,0,107.3884676,2,14,21.46927181
0,15000,43830,87110,DebtCon,Self,2,0,0,104.5666667,1,16,32.28540549
0,15000,89500,99812,HomeImp,Sales,1,0,3,176.7349322,2,42,43.6177143
0,15000,107336,68483,DebtCon,Office,2,0,0,263.3894092,1,26,37.52527269
1,15000,112973,143229,DebtCon,Office,21,0,0,116.6148587,2,11,40.29869891
1,15000,101337,54065,DebtCon,ProfExe,0,0,0,122.6040529,1,19,42.1192853
1,15000,68304,45657,HomeImp,Office,22,0,2,272.5030662,0,16,40.87438208
1,15000,68079,163833,HomeImp,Other,10,0,0,73.08753889,2,42,31.57101889
1,15000,71841,76456,DebtCon,Other,5,0,0,242.6003878,0,16,43.72793048
1,15000,88000,62674,DebtCon,Other,10,0,2,178.8913882,0,18,24.44945281
1,15000,58518,32289,DebtCon,Other,0,0,0,244.7316736,2,34,37.94552227
1,15000,90017,108947,DebtCon,ProfExe,3,0,0,247.9650654,0,23,29.01660998
1,15000,19639,98114,DebtCon,ProfExe,16,0,0,70.72519735,0,26,27.19915401
1,15000,94078,77000,DebtCon,Other,25,0,0,128.2359137,2,24,34.70993598
1,15000,16744,66536,DebtCon,ProfExe,1,0,0,267.4388553,0,30,29.80460145
1,15000,56295,60098,DebtCon,Other,10,0,0,149.9063788,2,22,38.34534078
1,15000,71861,86360,DebtCon,ProfExe,12,0,0,184.2348073,0,19,35.99822541
1,15000,32918,105971,HomeImp,Mgr,19,0,0,382.8588359,1,53,36.92663479
1,15000,74459,73068,DebtCon,Sales,0.2,0,0,128.2862471,0,9,20.41593161
1,15000,20648,184660,DebtCon,Other,0.2,2,0,171.0217817,0,16,36.05643747
1,15000,82097,114520,DebtCon,ProfExe,1,0,0,87.62052637,1,12,33.6938313
1,15000,133193,131022,DebtCon,Other,9,0,0,244.476057,0,16,32.72169498
1,15000,88093,62696,DebtCon,Self,2,0,0,112.0333333,1,26,27.94667597
1,15000,20000,89644,HomeImp,Other,21,0,0,85.2,0,35,23.89655471
1,15000,31000,67103,DebtCon,Office,2,0,0,131.7734232,0,18,41.23052688
1,15000,101000,113931,DebtCon,Mgr,5,0,0,201.9237078,0,16,20.85606753
1,15000,62200,74510,DebtCon,Office,4,0,0,147.450177,1,12,27.43664604
1,15000,90900,39605,DebtCon,ProfExe,25,0,0,93.04453952,0,15,35.35728725
1,15000,42000,177998,DebtCon,Mgr,6,0,0,236.6809468,1,24,26.69266663
1,15000,38600,118734,DebtCon,Other,19,0,0,123.6244484,0,33,78.65438605
1,15000,96000,63519,DebtCon,Other,29,0,0,255.5274603,1,14,38.9396509
1,15000,65000,50892,DebtCon,Other,5,0,1,155.7547891,0,19,33.20940925
1,15000,16300,62171,DebtCon,ProfExe,12,0,0,263.1591633,0,46,24.74818104
0,15000,69322,118941,DebtCon,ProfExe,1,0,3,211.8056744,0,12,37.72576061
0,15000,83200,58834,DebtCon,Other,1,0,0,83.69551611,0,21,28.36288297
0,15000,88238,95124,DebtCon,Other,8,0,3,154.3601832,1,11,39.72048898
0,15000,50000,92000,DebtCon,Other,12,0,0,285.9978979,0,18,38.33231689
0,15000,70000,121925,DebtCon,Mgr,1,0,0,310.6584212,9,25,24.59063319
0,15000,63005,100320,DebtCon,Other,0,0,1,208.5007559,5,21,26.86050033
0,15000,98338,95682,DebtCon,Mgr,2,0,0,249.9837678,0,13,36.29961798
0,15000,84505,84439,DebtCon,Other,1,0,1,85.27403355,3,24,43.90230255
0,15000,71670,66817,DebtCon,Mgr,2,0,0,143.3555312,0,20,29.3975931
0,15000,52546,95482,DebtCon,Other,19,3,0,315.8126317,1,26,38.89923169
0,15000,77067,114245,DebtCon,Other,2,1,0,284.0666667,1,12,40.00125599
0,15100,85228,81269,DebtCon,Office,0,0,0,194.9870881,2,48,25.24404629
0,15100,62973,94301,DebtCon,Mgr,16,0,0,134.0038302,3,17,36.21398749
1,15100,140979,44461,HomeImp,ProfExe,2,0,0,239.2247894,2,43,27.63351648
0,15100,57944,168281,DebtCon,Other,3,0,1,109.2939326,3,16,32.00405609
0,15100,65901,86903,DebtCon,ProfExe,13,0,0,152.1711375,0,24,30.26921818
0,15100,66395,48095,DebtCon,Mgr,0,0,2,209.0374415,0,24,29.9624015
0,15100,69861,99630,HomeImp,Office,28,0,0,252.2677576,0,23,22.85499927
0,15100,49371,92320,DebtCon,Other,0,0,0,116.7631844,0,21,32.74121014
0,15100,76644,96938,DebtCon,Sales,4,0,1,51.52514753,0,21,21.76282696
0,15100,94089,99896,DebtCon,Other,3,0,0,328.2104926,1,10,36.35420324
1,15100,63798,121108,HomeImp,Sales,26,0,0,122.9555871,2,10,47.83067113
0,15100,59734,54970,DebtCon,ProfExe,8,4,0,241.7361259,1,12,33.36352866
0,15100,99844,94973,DebtCon,Other,3,0,0,137.3175078,0,18,38.41536702
1,15100,107758,102000,DebtCon,Other,23,0,0,335.1546882,0,71,35.42557919
0,15100,45973,112500,DebtCon,ProfExe,7,0,0,108.4139366,2,22,33.48854738
0,15100,63152,65000,HomeImp,Other,4,0,0,120.738013,0,27,35.36412843
0,15100,76981,38480,DebtCon,ProfExe,18,0,0,191.3237369,0,9,38.07976182
0,15100,33209,113253,HomeImp,Other,1,0,0,82.44398559,0,23,29.11688772
0,15100,61712,156578,DebtCon,ProfExe,1,0,0,69.5813481,0,26,29.96750585
0,15100,105719,103063,HomeImp,ProfExe,0,0,1,278.8920593,0,23,37.07811779
0,15100,47198,96073,DebtCon,Office,0,0,0,192.1442355,1,0,38.6626294
0,15100,41379,117552,HomeImp,Other,0,0,0,212.6660046,1,10,24.98029896
0,15100,54715,95123,DebtCon,Mgr,2,0,0,160.4169586,1,17,27.91184544
0,15100,49244,102094,DebtCon,Office,6,0,0,50.53156169,0,23,39.70798807
0,15100,26276,53184,DebtCon,Office,4,0,0,285.3869287,2,8,38.75029966
0,15100,51041,98781,HomeImp,ProfExe,0,0,0,54.43732562,1,41,41.00610329
1,15200,72942,57991,DebtCon,Other,9,0,2,140.5100538,0,25,35.18944727
0,15200,81145,42722,DebtCon,Office,9,1,0,101.8261423,0,13,28.90447884
0,15200,68905,108175,DebtCon,Other,1,0,0,84.205779,0,12,38.18814386
0,15200,43794,104534,DebtCon,Mgr,4,1,0,125.8340702,2,24,30.93141022
0,15200,25329,67343,DebtCon,Mgr,4,0,0,250.9275029,0,21,27.35620808
